Code,Name,Brand,UPC,Retail Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Product Visible,Product Availability,Product Inventoried,Stock Level,Image,Image_1,Image_2,Image_3,Image_4,Image_5
GT500,2023 Mercedes-Benz Brabus G800 4x4 Black 1/18 Model Car by GT Spirit,GT Spirit,5.8001E+11,163.7375,Yes,30 Days,5,8,10,16,1,available,Y,999,https://www.diecastdropshipper.com/product_images/o/327/GT500-L__13472.jpg,https://www.diecastdropshipper.com/product_images/m/969/GT500-2__89948.jpg,https://www.diecastdropshipper.com/product_images/c/997/GT500-3__69468.jpg,https://www.diecastdropshipper.com/product_images/e/673/GT500-4__58615.jpg,https://www.diecastdropshipper.com/product_images/o/672/GT500-5__73235.jpg,
GT889,"2020 Toyota Supra GR RHD (Right Hand Drive) ""Advan"" Black and Red 1/18 Model Car by GT Spirit",GT Spirit,5.8001E+11,163.7375,Yes,30 Days,5,8,16,10,1,available,Y,998,https://www.diecastdropshipper.com/product_images/y/257/GT889-L__19351.jpg,https://www.diecastdropshipper.com/product_images/n/334/GT889-2__03158.jpg,https://www.diecastdropshipper.com/product_images/a/958/GT889-3__91368.jpg,https://www.diecastdropshipper.com/product_images/p/757/GT889-4__88696.jpg,https://www.diecastdropshipper.com/product_images/e/879/GT889-5__52962.jpg,
GT913,2023 Koenigsegg Regera White with Black Stripes 1/18 Model Car by GT Spirit,GT Spirit,5.8001E+11,163.7375,Yes,30 Days,5,16,10,8,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/s/344/GT913-L__67848.jpg,https://www.diecastdropshipper.com/product_images/v/417/GT913-3__66226.jpg,https://www.diecastdropshipper.com/product_images/b/486/GT913-2__53467.jpg,https://www.diecastdropshipper.com/product_images/l/429/GT913-4__47909.jpg,https://www.diecastdropshipper.com/product_images/m/285/GT913-5__29573.jpg,
GT915,2023 Aston Martin Valkyrie Light Blue with Black Top 1/18 Model Car by GT Spirit,GT Spirit,5.8001E+11,163.7375,Yes,30 Days,5,8,16,10,1,available,Y,999,https://www.diecastdropshipper.com/product_images/u/614/GT915-L__78970.jpg,https://www.diecastdropshipper.com/product_images/h/172/GT915-2__93484.jpg,https://www.diecastdropshipper.com/product_images/g/938/GT915-3__41659.jpg,https://www.diecastdropshipper.com/product_images/v/626/GT915-5__87667.jpg,https://www.diecastdropshipper.com/product_images/x/364/GT915-4__08411.jpg,
GT916,2023 Rimac Nevera Black with Green Stripes 1/18 Model Car by GT Spirit,GT Spirit,5.8001E+11,163.7375,Yes,30 Days,5,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/s/643/GT916-L__29968.jpg,https://www.diecastdropshipper.com/product_images/h/186/GT916-2__07556.jpg,https://www.diecastdropshipper.com/product_images/p/696/GT916-3__93768.jpg,https://www.diecastdropshipper.com/product_images/c/671/GT916-4__59690.jpg,https://www.diecastdropshipper.com/product_images/q/299/GT916-5__16471.jpg,
NR07393,Polaris RZR Pro R UTV Black and Lime Green Diecast Model by New Ray,New Ray,93577073935,24.175,Yes,30 days,1,5,5,9,1,available,Y,996,https://www.diecastdropshipper.com/product_images/v/914/07393-L__86530.jpg,https://www.diecastdropshipper.com/product_images/w/392/07393-1__21640.jpg,https://www.diecastdropshipper.com/product_images/z/511/07393-BOX__62927.jpg,,,
T64-050-88THA01,"Volvo 240 Turbo #01 Per-Gunnar Andersson Winner ""Thai Group A Championship Bira Circuit Pattaya"" (1988) ""Hobby64"" Series 1/64 Diecast Model Car by Tarmac Works",Tarmac Works,5.80016E+11,31.2375,Yes,30 days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/v/439/T64-050-88THA01-L__81907.jpg,https://www.diecastdropshipper.com/product_images/k/921/T64-050-88THA01-1__27832.jpg,https://www.diecastdropshipper.com/product_images/n/657/T64-050-88THA01-2__21307.jpg,,,
T64G-072-WH,"Mercedes-Benz S-Class Wald ""Lamley Special Edition"" Alabaster White ""Global64"" Series 1/64 Diecast Model by Tarmac Works",Tarmac Works,5.81016E+11,21.2375,Yes,30 days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/z/863/T64G-072-WH-L__85478.jpg,https://www.diecastdropshipper.com/product_images/t/630/T64G-072-WH-2__49339.jpg,https://www.diecastdropshipper.com/product_images/k/801/T64G-072-WH-3__82912.jpg,,,
35567,"Tony the Tiger 6.75"" Moveable Figure with Alternate Hands and Accessories ""Kellogg's Frosted Flakes"" Model by Jada",Jada,8.0131E+11,49.675,Yes,30 days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/w/253/35567-l__75066.jpg,https://www.diecastdropshipper.com/product_images/o/883/35567-2__47473.JPG,https://www.diecastdropshipper.com/product_images/e/711/35567-3__93001.jpg,https://www.diecastdropshipper.com/product_images/w/704/35567-5__84860.jpg,https://www.diecastdropshipper.com/product_images/u/566/35567-6__23702.jpg,
KS08438C,"Ferrari 250 GTO #15 Innes Ireland Winner ""Goodwood Tourist Trophy"" (1962) 1/18 Diecast Model Car by Kyosho",Kyosho,5.48565E+11,386.8625,Yes,30 Days,4,15,7,8,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/w/684/K08438C-L__69049.jpg,https://www.diecastdropshipper.com/product_images/w/450/K08438C-2__77636.jpg,https://www.diecastdropshipper.com/product_images/c/304/K08438C-3__73419.jpg,https://www.diecastdropshipper.com/product_images/e/843/K08438C-4__48745.jpg,https://www.diecastdropshipper.com/product_images/g/069/K08438C-5__85457.jpg,
KS08438D,"Ferrari 250 GTO #24 Phil Hill - Olivier Gendebien 2nd Place ""Sebring 12 Hours"" (1962) 1/18 Diecast Model Car by Kyosho",Kyosho,5.48565E+11,386.8625,Yes,30 Days,4,15,7,8,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/t/304/K08438D-L__89778.jpg,https://www.diecastdropshipper.com/product_images/w/998/K08438D-2__98596.jpg,https://www.diecastdropshipper.com/product_images/n/182/K08438D-4__21048.jpg,https://www.diecastdropshipper.com/product_images/i/433/K08438D-3__39864.jpg,https://www.diecastdropshipper.com/product_images/z/903/K08438D-5__53057.jpg,
KS08438F,"Ferrari 250 GTO #18 Pedro Rodriguez Winner ""Daytona 3 Hours"" (1963) 1/18 Diecast Model Car by Kyosho",Kyosho,5.48565E+11,386.8625,Yes,30 Days,4,15,7,8,1,available,Y,999,https://www.diecastdropshipper.com/product_images/h/985/K08438F-L__55605.jpg,https://www.diecastdropshipper.com/product_images/x/643/K08438F-2__42060.jpg,https://www.diecastdropshipper.com/product_images/j/824/K08438F-4__64503.jpg,https://www.diecastdropshipper.com/product_images/i/447/K08438F-3__89835.jpg,https://www.diecastdropshipper.com/product_images/o/065/K08438F-5__39037.jpg,
40300-130B,1970 Ford Mustang BOSS 429 Blue Metallic with Flame Graphics Limited Edition to 6650 pieces Worldwide 1/24 Diecast Model Car by M2 Machines,M2,8.11469E+11,43.7375,Yes,30 Days,2,6,6,11,1,available,Y,996,https://www.diecastdropshipper.com/product_images/z/285/40300-130B-L__72385.jpg,https://www.diecastdropshipper.com/product_images/h/735/40300-130B-1__67044.jpg,https://www.diecastdropshipper.com/product_images/n/093/40300-130B-BOX__48177.jpg,,,
52500-A53,"""Coca-Cola"" Set of 3 pieces Release 53 Limited Edition to 10000 pieces Worldwide 1/64 Diecast Model Cars by M2 Machines",M2,8.11469E+11,49.675,Yes,30 Days,2,6,6,11,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/s/185/52500-A53-L__55972.jpg,https://www.diecastdropshipper.com/product_images/b/976/52500-A53-1__20433.jpg,https://www.diecastdropshipper.com/product_images/i/263/52500-A53-2__31011.jpg,https://www.diecastdropshipper.com/product_images/c/118/52500-A53-3__23687.jpg,https://www.diecastdropshipper.com/product_images/j/160/52500-A53-4__31612.jpg,
PR640167,"Mitsubishi Lancer Evolution IV RHD (Right Hand Drive) White ""Indonesia Diecast Expo 2024 Exclusive"" 1/64 Diecast Model Car by Pop Race",Pop Race,6.97303E+12,68.7375,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/s/401/pr640167-l1__62653.jpg,https://www.diecastdropshipper.com/product_images/v/434/PR640167-2__19734.jpg,https://www.diecastdropshipper.com/product_images/z/657/PR640167-3__14828.jpg,https://www.diecastdropshipper.com/product_images/j/407/PR640167-4__91350.jpg,,
58473,"KTM 450 SX-F Motorcycle #4 Chase Sexton ""Red Bull KTM Factory Racing"" 1/12 Diecast Model by New Ray",New Ray,93577584738,42.2375,Yes,30 Days,2,6,6,11,1,available,Y,999,https://www.diecastdropshipper.com/product_images/z/740/58473-L__94876.jpg,https://www.diecastdropshipper.com/product_images/w/698/58473-1__69634.jpg,https://www.diecastdropshipper.com/product_images/y/715/58473-BOX__62342.jpg,,,
54532,Lamborghini Countach 5000S Black 1/43 Diecast Model Car by Autoart,Autoart,6.74111E+11,191.8625,Yes,30 Days,1,5,5,9,1,available,Y,999,https://www.diecastdropshipper.com/product_images/s/624/54532-L__54801.jpg,https://www.diecastdropshipper.com/product_images/s/653/54532-2_2__13096.jpg,https://www.diecastdropshipper.com/product_images/w/961/54532-3__20570.jpg,https://www.diecastdropshipper.com/product_images/d/960/54532-7__84125.jpg,https://www.diecastdropshipper.com/product_images/r/564/54532-3_2__03497.jpg,
AA77511,Nissan GT-R50 By ItalDesign Black and White Metallic 1/18 Model Car by Autoart,Autoart,6.74111E+11,324.3625,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/y/688/77511-L__17714.jpg,https://www.diecastdropshipper.com/product_images/p/883/77511-2__91965.jpg,https://www.diecastdropshipper.com/product_images/b/920/77511-4__16920.jpg,https://www.diecastdropshipper.com/product_images/y/081/77511-3__78945.jpg,https://www.diecastdropshipper.com/product_images/r/655/77511-7__99179.jpg,
AA77513,Nissan GT-R50 By ItalDesign Black and Matt Black 1/18 Model Car by Autoart,Autoart,6.74111E+11,324.3625,Yes,30 Days,4,8,7,15,1,available,Y,998,https://www.diecastdropshipper.com/product_images/x/462/77513-L__50107.jpg,https://www.diecastdropshipper.com/product_images/y/363/77513-2__35671.jpg,https://www.diecastdropshipper.com/product_images/b/285/77513-3__22791.jpg,https://www.diecastdropshipper.com/product_images/n/500/77513-4__13295.jpg,https://www.diecastdropshipper.com/product_images/b/610/77513-7__16952.jpg,
78031,Porsche 911 Carrera 2.7 RS Grand Prix White with Green Stripes and Wheels 1/18 Model Car by Autoart,Autoart,6.74111E+11,284.9875,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/q/237/78031-L__66391.jpg,https://www.diecastdropshipper.com/product_images/c/196/78031-2__29068.jpg,https://www.diecastdropshipper.com/product_images/v/945/78031-4__31281.jpg,https://www.diecastdropshipper.com/product_images/h/656/78031-5__38744.jpg,https://www.diecastdropshipper.com/product_images/r/776/78031-9__15125.jpg,
78032,Porsche 911 Carrera 2.7 RS Gulf Blue with Black Stripes and Wheels 1/18 Model Car by Autoart,Autoart,6.74111E+11,284.9875,Yes,30 Days,4,8,7,15,1,available,Y,997,https://www.diecastdropshipper.com/product_images/r/058/78032-L__03040.jpg,https://www.diecastdropshipper.com/product_images/e/180/78032-2__61170.jpg,https://www.diecastdropshipper.com/product_images/t/101/78032-5__55003.jpg,https://www.diecastdropshipper.com/product_images/v/561/78032-8__30043.jpg,https://www.diecastdropshipper.com/product_images/r/425/78032-4__70246.jpg,
78033,Porsche 911 Carrera 2.7 RS Light Yellow with Green Stripes and Wheels 1/18 Model Car by Autoart,Autoart,6.74111E+11,284.9875,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/e/498/78033-L__28252.jpg,https://www.diecastdropshipper.com/product_images/f/897/78033-2__70080.jpg,https://www.diecastdropshipper.com/product_images/c/456/78033-4__87744.jpg,https://www.diecastdropshipper.com/product_images/z/508/78033-9__31621.jpg,https://www.diecastdropshipper.com/product_images/t/603/78033-5__38566.jpg,
78034,Porsche 911 Carrera 2.7 RS Viper Green with Black Stripes and Wheels 1/18 Model Car by Autoart,Autoart,6.74111E+11,284.9875,Yes,30 Days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/l/510/78034-L__79515.jpg,https://www.diecastdropshipper.com/product_images/y/953/78034-2__64117.jpg,https://www.diecastdropshipper.com/product_images/p/172/78034-4__57658.jpg,https://www.diecastdropshipper.com/product_images/c/646/78034-5__90567.jpg,https://www.diecastdropshipper.com/product_images/a/601/78034-8__85954.jpg,
35171,"Sagat 7.5"" Moveable Figure with Accessories and Alternate Head and Hands ""Ultra Street Fighter II: The Final Challengers"" (2017) Video Game Model by Jada",Jada,8.0131E+11,51.1125,Yes,30 Days,4,8,7,15,1,available,Y,998,https://www.diecastdropshipper.com/product_images/h/973/35171-L__28575.jpg,https://www.diecastdropshipper.com/product_images/t/089/35171-2__35439.jpg,https://www.diecastdropshipper.com/product_images/o/554/35171-4__93587.jpg,https://www.diecastdropshipper.com/product_images/g/279/35171-5__72590.jpg,https://www.diecastdropshipper.com/product_images/t/073/35171-6__63021.jpg,
35423,"1970 Dodge Charger R/T Black ""Furious 7"" (2015) Movie ""Fast & Furious"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,43.8375,Yes,30 Days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/o/172/35423-L__59378.jpg,https://www.diecastdropshipper.com/product_images/q/692/35423-2__56739.jpg,https://www.diecastdropshipper.com/product_images/q/140/35423-3__56676.jpg,https://www.diecastdropshipper.com/product_images/k/855/35423-4__07978.jpg,https://www.diecastdropshipper.com/product_images/i/333/35423-5__97701.jpg,
35424,"Dom's 1970 Dodge Charger R/T Black ""F9"" (2021) Movie ""Fast & Furious"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,43.8375,Yes,30 Days,2,6,6,11,1,available,Y,993,https://www.diecastdropshipper.com/product_images/b/561/35424-L__73615.jpg,https://www.diecastdropshipper.com/product_images/e/071/35424-2__72530.jpg,https://www.diecastdropshipper.com/product_images/d/448/35424-3__01531.jpg,https://www.diecastdropshipper.com/product_images/b/361/35424-4__54366.jpg,https://www.diecastdropshipper.com/product_images/m/756/35424-5__92446.jpg,
35614,"McLaren Senna Red and Black ""Fast X"" (2023) Movie ""Fast & Furious"" Series 1/32 Diecast Model Car by Jada",Jada,8.0131E+11,19.525,Yes,30 Days,1,5,5,9,1,available,Y,993,https://www.diecastdropshipper.com/product_images/b/033/35614-L__85138.jpg,https://www.diecastdropshipper.com/product_images/k/251/35614-2__77683.jpg,https://www.diecastdropshipper.com/product_images/d/753/35614-3__29223.JPG,https://www.diecastdropshipper.com/product_images/a/197/35614-4__91619.jpg,https://www.diecastdropshipper.com/product_images/h/238/35614-5__32386.jpg,
35729,"1970 Dodge Charger R/T Matt Black ""Fast & Furious"" (2009) Movie ""Fast & Furious"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,43.8375,Yes,30 Days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/i/797/35729-L__07540.jpg,https://www.diecastdropshipper.com/product_images/i/136/35729-2__52882.jpg,https://www.diecastdropshipper.com/product_images/i/951/35729-3__59868.jpg,https://www.diecastdropshipper.com/product_images/o/513/35729-4__22994.jpg,https://www.diecastdropshipper.com/product_images/q/846/35729-5__50545.jpg,
36145,"DMC DeLorean Time Machine Brushed Metal (Frost Version) with Lights ""Back to the Future"" (1985) Movie ""Hollywood Rides"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,54.3,Yes,30 Days,3,10,12,6,1,available,Y,986,https://www.diecastdropshipper.com/product_images/v/887/36145-L__86843.jpg,https://www.diecastdropshipper.com/product_images/v/780/36145-2__02082.jpg,https://www.diecastdropshipper.com/product_images/f/581/36145-3__96340.JPG,https://www.diecastdropshipper.com/product_images/m/405/36145-4__36886.jpg,https://www.diecastdropshipper.com/product_images/i/036/36145-5__87476.jpg,
36343,"1987 Buick Grand National Candy Purple with Graphics and White Top and Interior ""Bigtime Muscle"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,40.65,Yes,30 Days,2,6,6,11,1,available,Y,997,https://www.diecastdropshipper.com/product_images/i/430/36343-L__58009.jpg,https://www.diecastdropshipper.com/product_images/b/599/36343-2__72158.jpg,https://www.diecastdropshipper.com/product_images/i/543/36343-3__58118.JPG,https://www.diecastdropshipper.com/product_images/u/836/36343-4__49966.jpg,https://www.diecastdropshipper.com/product_images/l/000/36343-5__86023.jpg,
36344,"2016 Chevrolet Camaro #3 ""Gulf Oil"" Black with Orange Stripe ""Wide Body"" Series 1/24 Diecast Model Car by Jada",Jada,8.0131E+11,40.65,Yes,30 Days,2,6,6,11,1,available,Y,998,https://www.diecastdropshipper.com/product_images/s/911/36344-L__53038.jpg,https://www.diecastdropshipper.com/product_images/f/924/36344-2__40787.jpg,https://www.diecastdropshipper.com/product_images/n/482/36344-3__45632.JPG,https://www.diecastdropshipper.com/product_images/m/894/36344-4__18744.jpg,https://www.diecastdropshipper.com/product_images/j/857/36344-5__93318.jpg,
CC55703,"""Motorhead Bomber"" Transport Truck Black 1/50 Diecast Model by Corgi",Corgi,63129028343,128.675,Yes,30 Days,4,8,7,15,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/u/769/CC55703-L__32266.jpg,https://www.diecastdropshipper.com/product_images/s/437/CC55703-2_2__24482.jpg,https://www.diecastdropshipper.com/product_images/q/565/CC55703-3_2__73140.jpg,https://www.diecastdropshipper.com/product_images/e/970/CC55703-4__78389.jpg,https://www.diecastdropshipper.com/product_images/z/636/CC55703-5__64007.jpg,
VA15503,"Ford Mustang Mk6 GT Fastback 5.0 RHD (Right Hand Drive) Race Red ""Vanguards"" Series 1/43 Diecast Model Car by Corgi",Corgi,63129028589,51.925,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/i/414/VA15503-L__90946.jpg,https://www.diecastdropshipper.com/product_images/g/927/VA15503-1__40578.jpg,https://www.diecastdropshipper.com/product_images/q/572/VA15503-BOX__53816.jpg,,,
VA15504,"Ford Mustang Mk6 Mach 1 RHD (Right Hand Drive) Grabber Yellow with Black Stripes ""Vanguards"" Series 1/43 Diecast Model Car by Corgi",Corgi,63129028596,51.925,Yes,30 Days,1,5,5,9,1,available,Y,1000,https://www.diecastdropshipper.com/product_images/m/147/VA15504-L__60192.jpg,https://www.diecastdropshipper.com/product_images/r/418/VA15504-1__29843.jpg,https://www.diecastdropshipper.com/product_images/k/761/VA15504-BOX__70603.jpg,,,
G2UAL1378,"Boeing 737-800 Commercial Aircraft ""United Airlines Star Alliance"" (N76516) White with Black Tail ""Gemini 200"" Series 1/200 Diecast Model Airplane by GeminiJets",GeminiJets,7.63116E+11,121.1875,Yes,30 days,4,8,7,15,1,available,Y,999,https://www.diecastdropshipper.com/product_images/y/216/G2UAL1378-l__62293.jpg,https://www.diecastdropshipper.com/product_images/d/786/G2UAL1378-1__51262.jpg,https://www.diecastdropshipper.com/product_images/k/500/G2UAL1378-BOX__82978.jpg,,,
